Unnamed: 0,id,words,ner_tags,marked_sentence,ner_type,entity_words,translated_belarusian,translated_slovenian,translated_slovak,be_feats,sl_feats,sk_feats
3100,en-doc6341-sent103,"['At', 'present', '[Eurostar]', 'is', 'concentrating', 'on', 'developing', 'its', 'connections', 'with', 'other', 'services', ',', 'but', 'direct', 'services', 'to', 'other', 'destinations', 'would', 'be', 'possible', '.']","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","At present [Eurostar] is concentrating on developing its connections with other services , but direct services to other destinations would be possible .",ORG,Eurostar,"У цяперашні час [саюз] канцэнтруецца на распрацоўцы сваіх сувязяў з іншымі паслугамі, але прамыя паслугі ў іншых напрамках былі б магчымымі.","Trenutno se [zaveznik] osredotoča na razvoj svojih povezav z drugimi storitvami, vendar bi bile možne neposredne storitve na druge destinacije.","V súčasnosti sa [zväz] sústreďuje na rozvoj svojich spojení s inými službami, ale budú možné priame služby s inými destináciami.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3101,en-doc6168-sent18,"['In', 'a', 'console-specific', 'version', ',', 'DirectX', 'was', 'used', 'as', 'a', 'basis', 'for', '[Microsoft]', ""'s"", 'Xbox', 'and', 'Xbox', '360', 'console', 'API', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]","In a console-specific version , DirectX was used as a basis for [Microsoft] 's Xbox and Xbox 360 console API .",ORG,Microsoft,У кансольнай версіі DirectX быў выкарыстаны ў якасці асновы для кансольнага API [саюз] Xbox і Xbox 360.,"V različici, specifično za konzolo, je bil DirectX uporabljen kot podlaga za [zaveznik] Xbox in Xbox 360 konzole API.",V verzii špecifickej pre konzolu sa Directx použil ako základ pre Xbox a Xbox 360 Console API [zväz].,[],['Case=Nom|Gender=Masc|Number=Sing'],[]
3102,en-doc6044-sent8,"['[Midway]', 'into', 'the', 'effort', ""'s"", 'time-frame', ',', 'the', 'home', 'computer', 'revolution', 'was', 'taking', 'off', ',', 'so', 'the', 'new', 'machines', 'were', 'adapted', ',', 'with', 'the', 'addition', 'of', 'a', 'keyboard', 'and', 'various', 'inputs', ',', 'to', 'produce', 'the', 'Atari', '800', ',', 'and', 'its', 'smaller', 'cousin', ',', 'the', '400', '.']","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Midway] into the effort 's time-frame , the home computer revolution was taking off , so the new machines were adapted , with the addition of a keyboard and various inputs , to produce the Atari 800 , and its smaller cousin , the 400 .",ORG,Midway,"[саюз] у рамкі часу, хатняя камп'ютэрная рэвалюцыя ўзлятала, таму новыя машыны былі адаптаваны з даданнем клавіятуры і розных уваходаў, каб вырабіць Atari 800 і яго меншы стрыечны брат, 400.","[zaveznik] V časovnem okviru truda se je revolucija domačega računalnika odletela, zato so bili novi stroji prilagojeni z dodatkom tipkovnice in različnih vhodov, da bi ustvarili Atari 800, in njen manjši bratranec 400.","[Midway] Do časového rámca úsilia sa revolúcia domáceho počítača vzlietla, takže nové stroje boli prispôsobené s pridaním klávesnice a rôznych vstupov, aby sa vytvoril Atari 800 a jeho menší bratranca, 400.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Plur']
3103,en-doc5976-sent9,"['To', 'distinguish', 'between', 'the', 'mainstream', 'and', 'SF', 'novels', ',', '[Banks]', 'suggested', 'the', 'return', 'of', 'the', ""'"", 'M', ""'"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","To distinguish between the mainstream and SF novels , [Banks] suggested the return of the ' M ' .",PER,Banks,"Каб адрозніць асноўныя і SF раманы, [банкі] выказалі здагадку вяртанне ""м"".",Za razlikovanje med glavnimi in SF romani so [ženska] predlagale vrnitev 'M'.,"Aby sme rozlišovali medzi hlavnými a SF románmi, [banky] navrhli návrat „m“.",['Case=Nom|Gender=Masc|Number=Plur'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Plur']
3104,en-doc6411-sent35,"['[Groucho]', 'would', 'say', ',', '""', 'OK', ',', 'OK', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0]","[Groucho] would say , "" OK , OK .",PER,Groucho,"[мужчына] сказаў бы: ""Добра, добра.","[moški] bi rekel: ""V redu, v redu.","[muž] by povedal: „Dobre, ok.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3105,en-doc5987-sent20,"['Immediately', 'after', 'the', 'game', ',', '[Knight]', 'lamented', 'that', '""', 'it', 'should', 'have', 'been', 'two', '.', '""']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Immediately after the game , [Knight] lamented that "" it should have been two . """,PER,Knight,"Адразу пасля гульні [мужчына] наракаў, што ""гэта павінна было быць два"".","Takoj po tekmi je [moški] pripomnil, da ""bi morala biti dva.""","Ihneď po zápase [muž] nariekal, že „mali to byť dve.“",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3108,en-doc6170-sent71,"['The', 'movie', ""'s"", 'box', 'office', 'success', 'enabled', '[Coppola]', 'to', 'keep', 'his', 'vineyard', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",The movie 's box office success enabled [Coppola] to keep his vineyard .,PER,Coppola,Поспех у пракаце фільма дазволіў [жанчына] захаваць свой вінаграднік.,"Filmski uspeh na blagajni je omogočil [ženska], da je ohranil svoj vinograd.",Úspech filmu v pokladni umožnil [muž] udržať si vinicu.,[],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3109,en-doc6364-sent15,"['[Newport]', ""'s"", 'police', 'chief', 'at', 'the', 'time', 'called', 'Duke', ""'s"", 'efforts', '""', 'the', 'most', 'superhuman', 'surfboard', 'rescue', 'act', 'the', 'world', 'has', 'ever', 'seen', '.', '""']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Newport] 's police chief at the time called Duke 's efforts "" the most superhuman surfboard rescue act the world has ever seen . """,LOC,Newport,"У той час начальнік паліцыі [горад] назваў намаганні герцага ""самым нечалавечым актам па выратаванні серфінгу, які ў свеце калі -небудзь бачыў"".","[kraj] vodja policije takrat je Dukejeva prizadevanja poimenovala ""najbolj nadčloveško dejanje za reševanje deske za desko, ki ga je svet kdajkoli videl.""","[hrad] je policajný šéf v tom čase nazývaný Dukeovým úsilím „Najvýznamnejším aktom na záchranu surfovania, ktorý svet kedy videl“.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3110,en-doc6141-sent105,"['The', '[Volga]', 'froze', 'solid', ',', 'allowing', 'the', 'Soviets', 'to', 'supply', 'their', 'forces', 'more', 'easily', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The [Volga] froze solid , allowing the Soviets to supply their forces more easily .",LOC,Volga,"[вёска] застыў цвёрды, што дазваляе Саветам больш лёгка пастаўляць свае сілы.","[vas] se je zmrznila s trdnim točkam, kar je Sovjetom omogočilo lažje oskrbo svojih sil.",[dedina] zamrzla pevnú látku a umožnila Sovietom ľahšie zásobovať svoje sily.,[],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
3111,en-doc6189-sent67,"['[Sharon]', ""'s"", 'visit', ',', 'a', 'few', 'months', 'before', 'his', 'election', 'as', 'Prime', 'Minister', ',', 'came', 'after', 'archeologists', 'claimed', 'that', 'extensive', 'building', 'operations', 'at', 'the', 'site', 'were', 'destroying', 'priceless', 'antiquities', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Sharon] 's visit , a few months before his election as Prime Minister , came after archeologists claimed that extensive building operations at the site were destroying priceless antiquities .",PER,Sharon,"Візіт Шэрона, за некалькі месяцаў да абрання прэм'ер -міністрам, прыйшоў пасля таго, як археолагі сцвярджалі, што шырокія будаўнічыя аперацыі на гэтым месцы знішчаюць бясцэнныя старажытнасці.","[moški] obisk, nekaj mesecev pred izvolitvijo premierja, je prišel, potem ko so arheologi trdili, da obsežne gradbene operacije na mestu uničujejo neprecenljive antike.","Návšteva [žena], niekoľko mesiacov pred jeho zvolením predsedu vlády, prišla po tom, čo archeológovia tvrdili, že rozsiahle stavebné operácie na mieste ničili neoceniteľné starožitnosti.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
3112,en-doc6030-sent0,"['By', 'this', 'he', 'meant', ',', 'did', 'there', 'exist', 'a', 'definite', 'method', 'which', 'could', ',', 'in', 'principle', 'be', 'applied', 'to', 'any', 'assertion', ',', 'and', 'which', 'was', 'guaranteed', 'to', 'produce', 'a', 'correct', 'decision', 'on', 'whether', 'that', 'assertion', 'was', 'true', '""', '(', '[Hodges]', ',', 'p.', '91', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","By this he meant , did there exist a definite method which could , in principle be applied to any assertion , and which was guaranteed to produce a correct decision on whether that assertion was true "" ( [Hodges] , p. 91 ) .",PER,Hodges,"Пад гэтым ён меў на ўвазе, ці існуе існуе пэўны метад, які ў прынцыпе можа прымяняцца да любога сцвярджэння, і які быў гарантаваны правільнае рашэнне аб тым, ці было гэта сцвярджэнне праўдзівым ""([мужчына], стар. 91).","S tem je mislil, ali obstaja določena metoda, ki bi jo lahko načeloma uporabila za vsako trditev in za katero je bila zagotovljena pravilno odločitev o tem, ali je ta trditev resnična ""([moški], str. 91).","Tým myslel, že existuje definitívna metóda, ktorá by sa v zásade mohla uplatniť na akékoľvek tvrdenie a ktorá bola zaručená, že predloží správne rozhodnutie o tom, či je toto tvrdenie pravdivé “([muž], s. 91).",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3113,en-doc6296-sent35,"['[Pfeiffer]', 'took', 'kickboxing', 'lessons', 'for', 'the', 'role', '.']","[2, 0, 0, 0, 0, 0, 0, 0]",[Pfeiffer] took kickboxing lessons for the role .,PER,Pfeiffer,[жанчына] узяла ўрокі кікбоксінгу для ролі.,[ženska] je za vlogo prevzel lekcije Kickboxinga.,[muž] pre túto rolu absolvoval lekcie kickboxu.,[],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3114,en-doc6090-sent15,"['[Hahnemann]', 'believed', 'that', 'the', 'process', 'of', 'succussion', 'activated', 'the', 'vital', 'energy', 'of', 'the', 'diluted', 'substance', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Hahnemann] believed that the process of succussion activated the vital energy of the diluted substance .,PER,Hahnemann,"[мужчына] лічыў, што працэс суккусіі актывізаваў жыццёва важную энергію разведзенага рэчыва.","[moški] je verjel, da je proces sukusije aktiviral vitalno energijo razredčene snovi.","[muž] veril, že proces sukcusov aktivoval životne dôležitú energiu zriedenej látky.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3115,en-doc6244-sent19,"['The', 'civilians', 'left', 'the', 'plane', 'before', 'it', 'was', 'taxied', ',', 'however', ',', 'because', '[Cooper]', ""'s"", 'actions', 'were', 'kept', 'secret', 'from', 'the', 'passengers', 'as', 'to', 'not', 'stir', 'panic', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The civilians left the plane before it was taxied , however , because [Cooper] 's actions were kept secret from the passengers as to not stir panic .",PER,Cooper,"Аднак грамадзянскія асобы пакінулі самалёт, перш чым ён быў пададзены на падаткаабкладанне, таму што дзеянні [жанчына] захоўваліся ў сакрэце ад пасажыраў, каб не разваруць паніку.","Civilisti so zapustili letalo, preden so ga obdarili, ker so [moški] dejanja potniki skrivala, da ne bi vzbudili panike.","Civilisti opustili lietadlo skôr, ako bolo zdaňované, pretože konania [muž] boli u cestujúcich utajené, aby nevyvrátili paniku.",['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3116,en-doc5865-sent59,"['Since', '2006', '[Ballarat]', 'has', 'averaged', 'an', 'annual', 'population', 'growth', 'of', '1700', 'and', 'in', 'June', '2008', 'had', 'an', 'estimated', 'resident', 'population', 'of', '91,787', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Since 2006 [Ballarat] has averaged an annual population growth of 1700 and in June 2008 had an estimated resident population of 91,787 .",LOC,Ballarat,"З 2006 года [горад] у сярэднім штогадовы прырост насельніцтва ў 1700 годзе, а ў чэрвені 2008 года меў паводле ацэнак жыхароў 91 787.","Od leta 2006 [kraj] je v povprečju letno rast prebivalstva v višini 1700, junija 2008 pa je bilo po ocenah 91.787 prebivalcev.",Od roku 2006 [hrad] dosiahol v priemere ročný rast populácie o 1700 a v júni 2008 mal odhadovanú obyvateľskú populáciu 91 787.,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3117,en-doc6170-sent33,"['The', 'latter', 'film', 'became', 'a', 'huge', 'success', 'at', 'the', 'box', 'office', 'and', 'received', 'strong', 'reviews', ',', 'even', 'earning', '[Coppola]', 'a', 'Best', 'Picture', 'nomination', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","The latter film became a huge success at the box office and received strong reviews , even earning [Coppola] a Best Picture nomination .",PER,Coppola,"Апошні фільм стаў вялікім поспехам у пракаце і атрымаў моцныя водгукі, нават зарабіўшы [жанчына] лепшую намінацыю на карціну.","Slednji film je postal velik uspeh na blagajni in je prejel močne ocene, celo zaslužil [ženska] najboljšo nominacijo za sliko.","Posledný film sa stal obrovským úspechom v pokladni a získal silné recenzie, dokonca získal [muž] najlepšiu nomináciu na obrázok.",[],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3118,en-doc6057-sent2,"['A', 'variety', 'of', 'four-wheel', 'drive', 'vehicles', 'can', 'be', 'hired', 'in', '[Stanley]', ',', 'which', 'are', 'essential', 'for', 'travel', 'along', 'unpaved', 'roads', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A variety of four-wheel drive vehicles can be hired in [Stanley] , which are essential for travel along unpaved roads .",LOC,Stanley,"У [горад] можна наняць разнастайнасць аўтамабіляў на поўным прывадзе, якія неабходныя для падарожжаў па неасфальтаваных дарогах.","V [kraj], ki so bistvenega pomena za potovanja po neasfaltiranih cestah, lahko najamete različna štirikolesna vozila.","V [hrad] je možné najať rôzne vozidlá pohonu štyroch kolies, ktoré sú nevyhnutné na cestovanie po nespevnených cestách.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3119,en-doc6105-sent29,"['Whenever', 'an', 'explicit', 'statutory', 'measure', 'of', 'the', '[Knesset]', 'leaves', 'no', 'room', 'for', 'doubt', ',', 'it', 'is', 'honored', 'even', 'if', 'inconsistent', 'with', 'the', 'principles', 'in', 'the', 'Declaration', 'of', 'Independence', '.']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Whenever an explicit statutory measure of the [Knesset] leaves no room for doubt , it is honored even if inconsistent with the principles in the Declaration of Independence .",ORG,Knesset,"Кожны раз, калі відавочная статутная мера [саюз] не пакідае сумневаў, гэта заслужана, нават калі супярэчыць прынцыпам дэкларацыі незалежнасці.","Kadar koli izrecni zakonski ukrep [zaveznik] ne pusti dvoma, je počaščen, tudi če je v neskladju z načeli v izjavi o neodvisnosti.","Kedykoľvek výslovné zákonné opatrenie [zväz] nezanecháva žiadny priestor na pochybnosti, je ocenený, aj keď je v rozpore so zásadami v Deklarácii nezávislosti.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
